ID,is_outlier_0-0,is_outlier_0-5,is_outlier_1-0,is_outlier_1-5,is_outlier_2-0,is_outlier_2-5,is_outlier_3-0,is_outlier_3-5,is_outlier_4-0,is_outlier_4-5
530,1,1,1,0,0,0,0,0,0,0
531,1,0,0,0,0,0,0,0,0,0
534,1,1,1,0,0,0,0,0,0,0
535,1,1,0,0,0,0,0,0,0,0
538,1,1,1,0,0,0,0,0,0,0
542,1,1,1,1,0,0,0,0,0,0
544,1,0,0,0,0,0,0,0,0,0
545,1,1,0,0,0,0,0,0,0,0
549,1,1,0,0,0,0,0,0,0,0
550,1,1,1,0,0,0,0,0,0,0
553,1,0,0,0,0,0,0,0,0,0
554,1,1,0,0,0,0,0,0,0,0
555,1,0,0,0,0,0,0,0,0,0
561,1,1,0,0,0,0,0,0,0,0
563,1,1,0,0,0,0,0,0,0,0
564,1,0,0,0,0,0,0,0,0,0
565,1,1,1,0,0,0,0,0,0,0
567,1,1,1,0,0,0,0,0,0,0
568,1,1,0,0,0,0,0,0,0,0
569,1,1,0,0,0,0,0,0,0,0
574,1,1,0,0,0,0,0,0,0,0
578,1,1,0,0,0,0,0,0,0,0
582,1,0,0,0,0,0,0,0,0,0
583,1,1,1,0,0,0,0,0,0,0
584,1,0,0,0,0,0,0,0,0,0
585,1,0,0,0,0,0,0,0,0,0
586,1,1,0,0,0,0,0,0,0,0
587,1,1,1,1,0,0,0,0,0,0
588,1,1,0,0,0,0,0,0,0,0
590,1,1,0,0,0,0,0,0,0,0
592,1,0,0,0,0,0,0,0,0,0
596,1,1,1,1,0,0,0,0,0,0
597,1,1,0,0,0,0,0,0,0,0
599,1,1,1,0,0,0,0,0,0,0
600,1,0,0,0,0,0,0,0,0,0
601,1,1,0,0,0,0,0,0,0,0
603,1,1,0,0,0,0,0,0,0,0
605,1,1,0,0,0,0,0,0,0,0
607,1,1,0,0,0,0,0,0,0,0
611,1,1,0,0,0,0,0,0,0,0
612,1,1,1,0,0,0,0,0,0,0
613,1,1,0,0,0,0,0,0,0,0
614,1,0,0,0,0,0,0,0,0,0
615,1,0,0,0,0,0,0,0,0,0
619,1,0,0,0,0,0,0,0,0,0
621,1,0,0,0,0,0,0,0,0,0
625,1,1,0,0,0,0,0,0,0,0
627,1,1,0,0,0,0,0,0,0,0
631,1,1,0,0,0,0,0,0,0,0
632,1,1,1,0,0,0,0,0,0,0
633,1,1,0,0,0,0,0,0,0,0
634,1,1,1,0,0,0,0,0,0,0
635,1,1,0,0,0,0,0,0,0,0
636,1,1,1,0,0,0,0,0,0,0
639,1,1,1,1,0,0,0,0,0,0
640,1,1,0,0,0,0,0,0,0,0
641,1,1,0,0,0,0,0,0,0,0
642,1,1,0,0,0,0,0,0,0,0
644,1,0,0,0,0,0,0,0,0,0
647,1,1,0,0,0,0,0,0,0,0
649,1,0,0,0,0,0,0,0,0,0
650,1,1,0,0,0,0,0,0,0,0
651,1,1,1,0,0,0,0,0,0,0
655,1,1,0,0,0,0,0,0,0,0
658,1,1,1,0,0,0,0,0,0,0
661,1,0,0,0,0,0,0,0,0,0
662,1,1,1,0,0,0,0,0,0,0
665,1,0,0,0,0,0,0,0,0,0
667,1,1,0,0,0,0,0,0,0,0
670,1,0,0,0,0,0,0,0,0,0
672,1,1,1,0,0,0,0,0,0,0
673,1,1,0,0,0,0,0,0,0,0
674,1,1,1,0,0,0,0,0,0,0
676,1,1,1,0,0,0,0,0,0,0
680,1,0,0,0,0,0,0,0,0,0
681,1,1,1,1,1,1,1,1,1,0
683,1,1,0,0,0,0,0,0,0,0
684,1,0,0,0,0,0,0,0,0,0
686,1,1,0,0,0,0,0,0,0,0
689,1,0,0,0,0,0,0,0,0,0
690,1,1,0,0,0,0,0,0,0,0
691,1,0,0,0,0,0,0,0,0,0
692,1,1,0,0,0,0,0,0,0,0
694,1,1,1,0,0,0,0,0,0,0
695,1,0,0,0,0,0,0,0,0,0
697,1,0,0,0,0,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0,0
700,1,1,1,0,0,0,0,0,0,0
702,1,0,0,0,0,0,0,0,0,0
703,1,0,0,0,0,0,0,0,0,0
706,1,0,0,0,0,0,0,0,0,0
707,1,0,0,0,0,0,0,0,0,0
708,1,0,0,0,0,0,0,0,0,0
713,1,1,1,1,0,0,0,0,0,0
718,1,1,1,0,0,0,0,0,0,0
719,1,0,0,0,0,0,0,0,0,0
722,1,1,1,0,0,0,0,0,0,0
723,1,0,0,0,0,0,0,0,0,0
727,1,0,0,0,0,0,0,0,0,0
729,1,1,0,0,0,0,0,0,0,0
730,1,1,1,0,0,0,0,0,0,0
732,1,1,1,1,0,0,0,0,0,0
733,1,0,0,0,0,0,0,0,0,0
735,1,0,0,0,0,0,0,0,0,0
736,1,1,0,0,0,0,0,0,0,0
737,1,1,0,0,0,0,0,0,0,0
739,1,1,1,0,0,0,0,0,0,0
740,1,0,0,0,0,0,0,0,0,0
741,1,1,1,0,0,0,0,0,0,0
742,1,1,0,0,0,0,0,0,0,0
743,1,1,1,0,0,0,0,0,0,0
744,1,0,0,0,0,0,0,0,0,0
747,1,1,1,0,0,0,0,0,0,0
748,1,1,0,0,0,0,0,0,0,0
749,1,1,1,0,0,0,0,0,0,0
750,1,1,0,0,0,0,0,0,0,0
752,1,0,0,0,0,0,0,0,0,0
753,1,1,1,0,0,0,0,0,0,0
755,1,1,0,0,0,0,0,0,0,0
757,1,1,1,0,0,0,0,0,0,0
760,1,1,0,0,0,0,0,0,0,0
762,1,0,0,0,0,0,0,0,0,0
763,1,1,0,0,0,0,0,0,0,0
764,1,1,0,0,0,0,0,0,0,0
765,1,0,0,0,0,0,0,0,0,0
775,1,1,0,0,0,0,0,0,0,0
778,1,1,1,1,0,0,0,0,0,0
779,1,0,0,0,0,0,0,0,0,0
781,1,1,0,0,0,0,0,0,0,0
783,1,0,0,0,0,0,0,0,0,0
784,1,1,1,0,0,0,0,0,0,0
785,1,0,0,0,0,0,0,0,0,0
786,1,1,0,0,0,0,0,0,0,0
789,1,1,1,1,0,0,0,0,0,0
790,1,1,0,0,0,0,0,0,0,0
791,1,1,0,0,0,0,0,0,0,0
794,1,0,0,0,0,0,0,0,0,0
795,1,0,0,0,0,0,0,0,0,0
796,1,0,0,0,0,0,0,0,0,0
797,1,1,0,0,0,0,0,0,0,0
799,1,1,1,0,0,0,0,0,0,0
801,1,1,0,0,0,0,0,0,0,0
802,1,1,0,0,0,0,0,0,0,0
803,1,1,0,0,0,0,0,0,0,0
804,1,0,0,0,0,0,0,0,0,0
805,1,0,0,0,0,0,0,0,0,0
807,1,1,0,0,0,0,0,0,0,0
808,1,1,0,0,0,0,0,0,0,0
810,1,1,1,0,0,0,0,0,0,0
813,1,1,0,0,0,0,0,0,0,0
815,1,0,0,0,0,0,0,0,0,0
819,1,1,0,0,0,0,0,0,0,0
821,1,1,0,0,0,0,0,0,0,0
822,1,1,1,1,1,0,0,0,0,0
824,1,1,1,1,0,0,0,0,0,0
825,1,0,0,0,0,0,0,0,0,0
826,1,1,0,0,0,0,0,0,0,0
827,1,1,0,0,0,0,0,0,0,0
828,1,1,1,1,0,0,0,0,0,0
832,1,1,1,0,0,0,0,0,0,0
833,1,1,0,0,0,0,0,0,0,0
835,1,1,0,0,0,0,0,0,0,0
836,1,1,1,1,1,1,1,0,0,0
837,1,0,0,0,0,0,0,0,0,0
838,1,1,1,0,0,0,0,0,0,0
840,1,1,0,0,0,0,0,0,0,0
842,1,0,0,0,0,0,0,0,0,0
843,1,1,0,0,0,0,0,0,0,0
846,1,0,0,0,0,0,0,0,0,0
847,1,1,0,0,0,0,0,0,0,0
849,1,1,0,0,0,0,0,0,0,0
853,1,1,0,0,0,0,0,0,0,0
857,1,0,0,0,0,0,0,0,0,0
858,1,0,0,0,0,0,0,0,0,0
860,1,1,0,0,0,0,0,0,0,0
862,1,1,0,0,0,0,0,0,0,0
863,1,1,1,1,0,0,0,0,0,0
868,1,1,1,0,0,0,0,0,0,0
870,1,1,0,0,0,0,0,0,0,0
873,1,1,0,0,0,0,0,0,0,0
874,1,1,0,0,0,0,0,0,0,0
875,1,0,0,0,0,0,0,0,0,0
876,1,1,0,0,0,0,0,0,0,0
877,1,1,0,0,0,0,0,0,0,0
878,1,0,0,0,0,0,0,0,0,0
879,1,1,1,1,0,0,0,0,0,0
880,1,1,1,0,0,0,0,0,0,0
881,1,1,0,0,0,0,0,0,0,0
884,1,0,0,0,0,0,0,0,0,0
886,1,0,0,0,0,0,0,0,0,0
887,1,0,0,0,0,0,0,0,0,0
889,1,0,0,0,0,0,0,0,0,0
890,1,0,0,0,0,0,0,0,0,0
891,1,1,0,0,0,0,0,0,0,0
892,1,1,0,0,0,0,0,0,0,0
894,1,0,0,0,0,0,0,0,0,0
895,1,0,0,0,0,0,0,0,0,0
896,1,1,0,0,0,0,0,0,0,0
897,1,1,1,0,0,0,0,0,0,0
898,1,1,1,1,0,0,0,0,0,0
899,1,1,1,0,0,0,0,0,0,0
900,1,1,0,0,0,0,0,0,0,0
902,1,1,0,0,0,0,0,0,0,0
906,1,0,0,0,0,0,0,0,0,0
907,1,1,1,0,0,0,0,0,0,0
908,1,1,0,0,0,0,0,0,0,0
909,1,1,1,0,0,0,0,0,0,0
912,1,1,0,0,0,0,0,0,0,0
913,1,1,0,0,0,0,0,0,0,0
915,1,1,0,0,0,0,0,0,0,0
916,1,1,1,0,0,0,0,0,0,0
917,1,0,0,0,0,0,0,0,0,0
919,1,0,0,0,0,0,0,0,0,0
920,1,1,1,0,0,0,0,0,0,0
922,1,1,1,0,0,0,0,0,0,0
923,1,0,0,0,0,0,0,0,0,0
924,1,1,0,0,0,0,0,0,0,0
925,1,1,1,0,0,0,0,0,0,0
926,1,1,0,0,0,0,0,0,0,0
927,1,1,1,1,0,0,0,0,0,0
930,1,0,0,0,0,0,0,0,0,0
931,1,1,0,0,0,0,0,0,0,0
936,1,0,0,0,0,0,0,0,0,0
938,1,1,1,0,0,0,0,0,0,0
945,1,1,1,0,0,0,0,0,0,0
946,1,0,0,0,0,0,0,0,0,0
948,1,0,0,0,0,0,0,0,0,0
950,1,0,0,0,0,0,0,0,0,0
955,1,0,0,0,0,0,0,0,0,0
956,1,1,1,0,0,0,0,0,0,0
958,1,1,1,0,0,0,0,0,0,0
961,1,0,0,0,0,0,0,0,0,0
962,1,1,1,0,0,0,0,0,0,0
964,1,0,0,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0,0
968,1,1,0,0,0,0,0,0,0,0
969,1,1,0,0,0,0,0,0,0,0
970,1,1,1,0,0,0,0,0,0,0
976,1,0,0,0,0,0,0,0,0,0
977,1,0,0,0,0,0,0,0,0,0
979,1,1,0,0,0,0,0,0,0,0
982,1,0,0,0,0,0,0,0,0,0
983,1,1,0,0,0,0,0,0,0,0
985,1,1,0,0,0,0,0,0,0,0
987,1,1,1,1,0,0,0,0,0,0
991,1,0,0,0,0,0,0,0,0,0
993,1,1,1,0,0,0,0,0,0,0
994,1,0,0,0,0,0,0,0,0,0
995,1,1,1,0,0,0,0,0,0,0
997,1,1,1,0,0,0,0,0,0,0
998,1,0,0,0,0,0,0,0,0,0
1005,1,1,0,0,0,0,0,0,0,0
1006,1,0,0,0,0,0,0,0,0,0
1007,1,1,0,0,0,0,0,0,0,0
1011,1,1,0,0,0,0,0,0,0,0
1017,1,1,0,0,0,0,0,0,0,0
1018,1,1,1,1,1,0,0,0,0,0
1023,1,1,1,0,0,0,0,0,0,0
1026,1,1,1,1,0,0,0,0,0,0
1031,1,1,1,0,0,0,0,0,0,0
1032,1,1,0,0,0,0,0,0,0,0
1034,1,1,0,0,0,0,0,0,0,0
1035,1,1,1,0,0,0,0,0,0,0
1039,1,1,0,0,0,0,0,0,0,0
1040,1,0,0,0,0,0,0,0,0,0
1041,1,1,1,0,0,0,0,0,0,0
1046,1,0,0,0,0,0,0,0,0,0
1048,1,0,0,0,0,0,0,0,0,0
1049,1,0,0,0,0,0,0,0,0,0
1052,1,0,0,0,0,0,0,0,0,0
1053,1,0,0,0,0,0,0,0,0,0
1055,1,0,0,0,0,0,0,0,0,0
1058,1,1,1,0,0,0,0,0,0,0
1060,1,0,0,0,0,0,0,0,0,0
1061,1,1,0,0,0,0,0,0,0,0
1065,1,1,0,0,0,0,0,0,0,0
1067,1,1,0,0,0,0,0,0,0,0
1068,1,1,1,0,0,0,0,0,0,0
1069,1,0,0,0,0,0,0,0,0,0
1071,1,0,0,0,0,0,0,0,0,0
1072,1,1,1,0,0,0,0,0,0,0
1073,1,1,0,0,0,0,0,0,0,0
1074,1,1,0,0,0,0,0,0,0,0
1075,1,0,0,0,0,0,0,0,0,0
1079,1,1,0,0,0,0,0,0,0,0
1081,1,0,0,0,0,0,0,0,0,0
1084,1,1,0,0,0,0,0,0,0,0
1085,1,0,0,0,0,0,0,0,0,0
1086,1,1,0,0,0,0,0,0,0,0
1087,1,0,0,0,0,0,0,0,0,0
1088,1,1,1,0,0,0,0,0,0,0
1090,1,0,0,0,0,0,0,0,0,0
1092,1,0,0,0,0,0,0,0,0,0
1094,1,1,1,0,0,0,0,0,0,0
1095,1,1,0,0,0,0,0,0,0,0
1096,1,1,1,0,0,0,0,0,0,0
1098,1,1,0,0,0,0,0,0,0,0
1100,1,1,0,0,0,0,0,0,0,0
1102,1,1,1,1,0,0,0,0,0,0
1105,1,1,0,0,0,0,0,0,0,0
1107,1,1,0,0,0,0,0,0,0,0
1108,1,1,1,0,0,0,0,0,0,0
1113,1,1,0,0,0,0,0,0,0,0
1115,1,1,0,0,0,0,0,0,0,0
1118,1,1,0,0,0,0,0,0,0,0
1119,1,1,0,0,0,0,0,0,0,0
1121,1,1,1,1,0,0,0,0,0,0
1122,1,0,0,0,0,0,0,0,0,0
1123,1,1,0,0,0,0,0,0,0,0
1127,1,0,0,0,0,0,0,0,0,0
1128,1,1,1,0,0,0,0,0,0,0
1129,1,1,0,0,0,0,0,0,0,0
1130,1,0,0,0,0,0,0,0,0,0
1131,1,1,0,0,0,0,0,0,0,0
1132,1,1,0,0,0,0,0,0,0,0
1133,1,0,0,0,0,0,0,0,0,0
1135,1,0,0,0,0,0,0,0,0,0
1136,1,1,1,0,0,0,0,0,0,0
1139,1,0,0,0,0,0,0,0,0,0
1140,1,1,1,1,0,0,0,0,0,0
1141,1,1,0,0,0,0,0,0,0,0
1142,1,1,1,0,0,0,0,0,0,0
1143,1,0,0,0,0,0,0,0,0,0
1147,1,1,0,0,0,0,0,0,0,0
1149,1,1,1,1,0,0,0,0,0,0
1151,1,1,1,0,0,0,0,0,0,0
1156,1,1,1,0,0,0,0,0,0,0
1158,1,1,0,0,0,0,0,0,0,0
1159,1,0,0,0,0,0,0,0,0,0
1160,1,1,0,0,0,0,0,0,0,0
1161,1,1,0,0,0,0,0,0,0,0
1163,1,0,0,0,0,0,0,0,0,0
1164,1,1,0,0,0,0,0,0,0,0
1170,1,1,0,0,0,0,0,0,0,0
1175,1,1,1,0,0,0,0,0,0,0
1179,1,1,0,0,0,0,0,0,0,0
1180,1,0,0,0,0,0,0,0,0,0
1181,1,1,0,0,0,0,0,0,0,0
1183,1,0,0,0,0,0,0,0,0,0
1184,1,1,1,0,0,0,0,0,0,0
1185,1,1,1,0,0,0,0,0,0,0
1190,1,0,0,0,0,0,0,0,0,0
1193,1,1,0,0,0,0,0,0,0,0
1194,1,1,0,0,0,0,0,0,0,0
1195,1,1,0,0,0,0,0,0,0,0
1196,1,1,0,0,0,0,0,0,0,0
1199,1,1,0,0,0,0,0,0,0,0
1202,1,1,0,0,0,0,0,0,0,0
1204,1,0,0,0,0,0,0,0,0,0
1205,1,1,0,0,0,0,0,0,0,0
1206,1,1,1,0,0,0,0,0,0,0
1207,1,0,0,0,0,0,0,0,0,0
1208,1,1,0,0,0,0,0,0,0,0
1210,1,1,0,0,0,0,0,0,0,0
1211,1,1,0,0,0,0,0,0,0,0
